09.35.00	27.800	28.300	27.300	24.800	1.168	0.760	0.000	2.040
09.35.03	27.800	28.300	27.300	24.800	1.168	0.640	0.000	2.040
09.35.15	27.800	28.300	27.300	24.800	1.168	0.830	0.000	2.040
09.35.21	27.800	28.300	27.300	24.800	1.168	0.700	0.000	2.040
09.35.29	27.800	28.300	27.300	24.800	1.168	0.810	0.000	2.040
09.35.33	27.800	28.300	27.300	24.800	1.168	0.440	0.000	2.040
09.35.37	27.800	28.300	27.300	24.800	1.168	0.580	0.000	2.040
09.35.45	27.800	28.300	27.300	24.800	1.168	0.730	0.000	2.040
09.35.49	27.800	28.300	27.300	24.800	1.168	0.540	0.000	2.040
09.35.53	27.800	28.300	27.300	24.800	1.168	0.830	0.000	2.040
09.35.57	27.800	28.300	27.300	24.800	1.168	0.670	0.000	2.040
09.36.09	27.800	28.300	27.300	24.800	1.168	0.770	0.000	2.040
09.36.21	27.800	28.300	27.300	24.800	1.168	0.620	0.000	2.040
09.36.27	27.800	28.300	27.300	24.800	1.168	0.810	0.000	2.040
09.36.39	27.800	28.300	27.300	24.800	1.168	0.690	0.000	2.040
09.36.59	27.800	28.300	27.300	24.800	1.168	0.820	0.000	2.040
09.37.03	27.800	28.300	27.300	24.800	1.168	0.700	0.000	2.040
09.37.31	27.800	28.300	27.300	24.800	1.168	0.450	0.000	2.040
09.37.35	27.800	28.300	27.300	24.800	1.168	0.690	0.000	2.040
09.38.11	27.800	28.300	27.300	24.800	1.168	0.810	0.000	2.040
09.38.19	27.800	28.300	27.300	24.800	1.168	0.590	0.000	2.040
09.38.45	27.800	28.300	27.300	24.800	1.168	0.760	0.000	2.040
09.38.49	27.800	28.300	27.300	24.800	1.168	0.610	0.000	2.040
09.39.00	27.800	28.300	27.300	24.800	1.168	0.790	0.000	2.040
09.39.13	27.800	28.300	27.300	24.800	1.168	0.600	0.000	2.040
09.39.25	27.800	28.300	27.300	24.800	1.168	0.830	0.000	2.040
09.39.29	27.800	28.300	27.300	24.800	1.168	0.520	0.000	2.040
09.39.33	27.800	28.300	27.300	24.800	1.168	0.200	0.000	2.040
09.39.37	27.800	28.300	27.300	24.800	1.168	0.810	0.000	2.040
09.39.43	27.800	28.300	27.300	24.800	1.168	0.400	0.000	2.040
09.39.47	27.800	28.300	27.300	24.800	1.097	4.300	43.500	2.040
09.39.51	27.800	28.300	27.300	24.800	0.980	4.680	0.500	2.040
09.39.55	27.800	28.300	27.300	24.800	0.980	5.520	0.500	2.040
09.39.59	27.800	28.300	27.300	24.800	1.015	5.520	0.500	2.040
09.40.00	27.800	28.300	27.300	25.800	1.015	5.520	0.500	2.040
09.40.03	27.800	28.300	27.300	25.800	0.985	5.520	0.500	2.040
09.40.08	27.800	28.300	27.300	27.400	0.985	5.520	0.500	2.040
09.40.11	27.800	28.300	27.300	27.400	0.985	5.520	0.500	2.040
09.40.16	27.800	28.300	28.400	27.400	0.985	5.520	0.500	2.040
09.40.19	27.800	28.300	28.400	27.400	1.035	5.520	0.500	2.040
09.40.20	27.800	28.300	28.400	28.800	1.035	5.520	0.500	2.040
09.40.23	27.800	28.300	28.400	28.800	0.993	5.520	0.500	2.040
09.40.27	27.800	28.300	28.400	28.800	1.020	5.520	0.500	2.040
09.40.28	27.800	28.300	28.400	28.800	1.020	5.520	0.500	2.040
09.40.35	27.800	28.300	28.400	28.800	1.050	5.520	0.500	2.040
09.40.39	27.800	28.300	28.400	28.800	1.020	5.520	0.500	2.040
09.41.08	27.800	28.300	29.400	28.800	1.020	5.520	0.500	2.040
09.41.167	26.700	27.300	29.400	28.800	1.020	5.520	0.500	2.040
09.41.19	26.700	27.300	29.400	28.800	0.993	5.520	0.500	2.040
09.41.20	26.700	27.300	29.400	30.400	0.993	5.520	0.500	2.040
09.41.27	26.700	27.300	29.400	30.400	0.993	5.410	0.500	2.040
09.41.287	26.700	27.300	29.400	32.600	0.993	5.410	0.500	2.040
09.41.31	26.700	27.300	29.400	32.600	0.993	5.410	0.500	2.040
09.41.32	26.700	26.300	29.400	34.000	0.993	5.410	0.500	2.040
09.41.36	26.700	26.300	29.400	35.200	0.993	5.410	0.500	2.040
09.41.40	25.600	26.300	29.400	36.200	0.993	5.410	0.500	2.040
09.41.43	25.600	26.300	29.400	36.200	1.020	5.410	0.500	2.040
09.41.44	25.600	26.300	29.400	37.400	1.020	5.410	0.500	2.040
09.41.48	25.600	26.300	29.400	38.600	1.020	5.410	0.500	2.040
09.41.49	25.600	26.300	29.400	38.600	0.987	5.410	0.500	2.040
09.41.52	25.600	25.200	29.400	39.800	0.987	5.410	0.500	2.040
09.41.53	25.600	25.200	29.400	39.800	1.033	5.410	0.500	2.040
09.42.00	25.600	25.200	29.400	41.400	1.033	5.410	0.500	2.040
09.42.01	25.600	25.200	29.400	41.400	0.982	5.410	0.500	2.040
09.42.04	25.600	25.200	29.400	41.400	1.033	5.410	0.500	2.040
09.42.08	25.600	25.200	29.400	42.800	1.033	5.410	0.500	2.040
09.42.12	24.500	25.200	29.400	42.800	1.033	5.410	0.500	2.040
09.42.16	24.500	24.100	29.400	43.800	0.995	5.410	0.500	2.040
09.42.24	24.500	24.100	29.400	44.800	1.033	5.410	0.500	2.040
09.42.32	24.500	24.100	29.400	45.800	1.033	5.410	0.500	2.040
09.42.44	24.500	24.100	29.400	47.200	1.033	5.410	0.500	2.040
09.42.52	24.500	23.100	29.400	47.200	1.033	5.410	0.500	2.040
09.43.00	24.500	23.100	29.400	48.600	1.033	5.410	0.500	2.040
09.43.16	23.500	23.100	29.400	48.600	1.033	5.410	0.500	2.040
09.43.24	23.500	23.100	29.400	49.800	1.033	5.410	0.500	2.040
09.43.26	23.500	23.100	29.400	49.800	1.005	5.410	0.500	2.040
09.43.34	23.500	23.100	29.400	49.800	1.043	5.410	0.500	2.040
09.43.50	23.500	23.100	29.400	49.800	0.993	5.410	0.500	2.040
09.43.54	23.500	23.100	29.400	49.800	1.028	5.410	0.500	2.040
09.44.10	23.500	23.100	29.400	49.800	0.995	5.410	0.500	2.040
09.44.14	23.500	23.100	29.400	49.800	1.025	5.410	0.500	2.040
09.44.22	23.500	23.100	29.400	49.800	0.998	5.410	0.500	2.040
09.44.31	23.500	23.100	29.400	50.800	0.998	5.410	0.500	2.040
09.44.46	23.500	23.100	29.400	50.800	1.040	5.410	0.500	2.040
