09.20.00	28.800	29.100	29.100	24.200	1.202	0.770	0.000	2.008
09.20.24	28.800	29.100	29.100	24.200	1.202	0.660	0.000	2.008
09.20.34	28.800	29.100	29.100	24.200	1.202	0.760	0.000	2.008
09.21.15	28.800	29.100	29.100	24.200	1.202	0.640	0.000	2.008
09.21.19	28.800	29.100	29.100	24.200	1.202	0.760	0.000	2.008
09.21.31	28.800	29.100	29.100	24.200	1.202	0.600	0.000	2.008
09.21.35	28.800	29.100	29.100	24.200	1.202	0.710	0.000	2.008
09.27.30	28.800	29.100	29.100	24.200	1.202	0.810	0.000	2.008
09.27.50	28.800	29.100	29.100	24.200	1.202	0.690	0.000	2.008
09.28.22	28.800	29.100	29.100	24.200	1.202	0.800	0.000	2.008
09.28.26	28.800	29.100	29.100	24.200	1.202	0.680	0.000	2.008
09.29.14	28.800	29.100	29.100	24.200	1.202	0.790	0.000	2.008
09.30.25	28.800	29.100	29.100	24.200	1.202	0.660	0.000	2.008
09.30.43	28.800	29.100	29.100	24.200	1.202	0.780	0.000	2.008
09.32.10	28.800	29.100	29.100	24.200	1.202	0.660	0.000	2.008
09.32.14	28.800	29.100	29.100	24.200	1.202	0.810	0.000	2.008
09.32.30	28.800	29.100	29.100	24.200	1.202	0.570	0.000	2.008
09.32.34	28.800	29.100	29.100	24.200	1.202	0.790	0.000	2.008
09.32.46	28.800	29.100	29.100	24.200	1.202	0.660	0.000	2.008
09.32.56	28.800	29.100	29.100	24.200	1.202	0.790	0.000	2.008
09.33.15	28.800	29.100	29.100	24.200	1.202	0.660	0.000	2.008
09.33.23	28.800	29.100	29.100	24.200	1.202	0.790	0.000	2.008
09.33.47	28.800	29.100	29.100	24.200	1.202	0.650	0.000	2.008
09.33.57	28.800	29.100	29.100	24.200	1.202	0.810	0.000	2.008
09.34.02	28.800	29.100	29.100	24.200	1.202	0.680	0.000	2.008
09.35.35	28.800	29.100	29.100	24.200	1.202	0.790	0.000	2.008
09.36.04	28.800	29.100	29.100	24.200	1.202	0.680	0.000	2.008
09.37.00	28.800	29.100	29.100	24.200	1.202	0.790	0.000	2.008
09.38.16	28.800	29.100	29.100	24.200	1.202	0.660	0.000	2.008
09.38.36	28.800	29.100	29.100	24.200	1.202	0.760	0.000	2.008
09.39.04	28.800	29.100	29.100	24.200	1.202	0.650	0.000	2.008
09.39.08	28.800	29.100	29.100	24.200	1.202	0.780	0.000	2.008
09.39.18	28.800	29.100	29.100	24.200	1.202	0.660	0.000	2.008
09.39.26	28.800	29.100	29.100	24.200	1.202	0.760	0.000	2.008
09.39.38	28.800	29.100	29.100	24.200	1.202	0.610	0.000	2.008
09.39.42	28.800	29.100	29.100	24.200	1.202	0.720	0.000	2.008
09.39.46	28.800	29.100	29.100	24.200	1.202	0.820	0.000	2.008
09.39.58	28.800	29.100	29.100	24.200	1.202	0.720	0.000	2.008
