10.10.00	22.700	23.900	23.900	20.000	1.217	0.280	0.500	0.000
10.10.47	22.700	23.900	23.900	20.000	1.217	0.140	0.500	0.000
10.10.59	22.700	23.900	23.900	20.000	1.217	0.360	0.500	0.000
10.11.11	22.700	23.900	23.900	20.000	1.217	0.250	0.500	0.000
10.11.31	22.700	23.900	23.900	20.000	1.217	0.360	0.500	0.000
10.12.03	22.700	23.900	23.900	20.000	1.217	0.240	0.500	0.000
10.12.11	22.700	23.900	23.900	20.000	1.217	0.370	0.500	0.000
10.12.15	22.700	23.900	23.900	20.000	1.217	0.230	0.500	0.000
10.13.02	22.700	23.900	23.900	20.000	1.217	0.390	0.500	0.000
10.13.06	22.700	23.900	23.900	20.000	1.217	0.160	0.500	0.000
10.13.22	22.700	23.900	23.900	20.000	1.217	0.330	0.500	0.000
10.13.38	22.700	23.900	23.900	20.000	1.217	0.220	0.500	0.000
10.13.46	22.700	23.900	23.900	20.000	1.217	0.360	0.500	0.000
10.13.54	22.700	23.900	23.900	20.000	1.217	0.090	0.500	0.000
10.14.01	22.700	23.900	23.900	20.000	1.217	0.310	0.500	0.000
10.14.05	22.700	23.900	23.900	20.000	1.217	0.160	0.500	0.000
10.14.17	22.700	23.900	23.900	20.000	1.217	0.290	0.500	0.000
10.14.21	22.700	23.900	23.900	20.000	1.217	0.110	0.500	0.000
10.14.29	22.700	23.900	23.900	20.000	1.217	0.240	0.500	0.000
10.14.41	22.700	23.900	23.900	20.000	1.217	0.370	0.500	0.000
10.14.49	22.700	23.900	23.900	20.000	1.217	0.230	0.500	0.000
10.15.06	22.700	23.900	23.900	20.000	1.217	0.340	0.500	0.000
10.15.18	22.700	23.900	23.900	20.000	1.217	0.240	0.500	0.000
10.15.22	22.700	23.900	23.900	20.000	1.217	0.370	0.500	0.000
10.15.26	22.700	23.900	23.900	20.000	1.217	0.170	0.500	0.000
10.15.30	22.700	23.900	23.900	20.000	1.217	0.400	0.500	0.000
10.15.34	22.700	23.900	23.900	20.000	1.217	0.280	0.500	0.000
10.15.50	22.700	23.900	23.900	20.000	1.217	0.170	0.500	0.000
10.15.54	22.700	23.900	23.900	20.000	1.217	0.290	0.500	0.000
10.16.42	22.700	23.900	23.900	20.000	1.217	0.180	0.500	0.000
10.16.47	22.700	23.900	23.900	20.000	1.217	0.330	0.500	0.000
10.17.02	22.700	23.900	23.900	20.000	1.217	0.220	0.500	0.000
10.17.14	22.700	23.900	23.900	20.000	1.217	0.000	0.500	0.000
10.17.18	22.700	23.900	23.900	20.000	1.217	0.330	0.500	0.000
10.17.28	22.700	23.900	23.900	20.000	1.217	0.200	0.500	0.000
10.17.32	22.700	23.900	23.900	20.000	1.163	0.200	0.500	0.000
10.17.34	22.700	23.900	23.900	20.000	1.163	0.200	0.500	0.000
10.17.36	22.700	23.900	23.900	20.000	1.065	4.440	0.500	0.000
10.17.38	22.700	23.900	23.900	20.000	1.065	5.470	0.500	0.000
10.17.42	22.700	23.900	23.900	20.000	1.020	5.610	0.500	0.000
10.17.43	22.700	23.900	23.900	21.200	1.020	5.610	0.500	0.000
10.17.46	22.700	23.900	23.900	21.200	1.065	5.610	0.500	0.000
10.17.47	22.700	23.900	23.900	22.200	1.065	5.610	0.500	0.000
10.17.50	22.700	23.900	23.900	22.200	1.015	5.610	0.500	0.000
10.17.51	22.700	23.900	23.900	23.200	1.015	5.610	0.500	0.000
10.17.54	22.700	23.900	23.900	23.200	1.082	5.610	0.500	0.000
10.17.55	22.700	23.900	23.900	24.400	1.082	5.610	0.500	0.000
10.17.58	22.700	23.900	23.900	24.400	1.038	5.610	0.500	0.000
10.18.02	22.700	23.900	23.900	24.400	1.067	5.610	0.500	0.000
10.18.04	22.700	23.900	23.900	25.800	1.067	5.610	0.500	0.000
10.18.10	22.700	23.900	23.900	25.800	1.067	5.610	0.500	0.000
10.18.11	22.700	23.900	23.900	26.800	1.067	5.610	0.500	0.000
10.18.14	22.700	23.900	23.900	26.800	1.067	5.460	0.500	0.000
10.18.18	22.700	23.900	23.900	26.800	1.067	5.460	0.500	0.000
10.18.26	22.700	23.900	23.900	26.800	1.067	5.460	0.500	0.000
10.18.34	22.700	23.900	23.900	26.800	1.097	5.460	0.500	0.000
10.18.43	22.700	23.900	24.900	26.800	1.097	5.460	0.500	0.000
10.18.54	22.700	23.900	24.900	26.800	1.045	5.460	0.500	0.000
10.19.03	22.700	23.900	24.900	27.800	1.045	5.460	0.500	0.000
10.19.05	22.700	23.900	24.900	27.800	1.077	5.460	0.500	0.000
10.19.11	22.700	23.900	24.900	30.000	1.077	5.460	0.500	0.000
10.19.15	22.700	23.900	24.900	31.800	1.077	5.460	0.500	0.000
10.19.19	22.700	23.900	24.900	33.400	1.077	5.460	0.500	0.000
10.19.23	22.700	23.900	24.900	34.800	1.077	5.460	0.500	0.000
10.19.27	22.700	23.900	24.900	36.000	1.077	5.460	0.500	0.000
10.19.31	22.700	23.900	24.900	37.200	1.077	5.460	0.500	0.000
10.19.35	22.700	23.900	24.900	38.400	1.077	5.460	0.500	0.000
10.19.39	22.700	23.900	24.900	39.400	1.077	5.460	0.500	0.000
10.19.43	22.700	23.900	25.900	39.400	1.077	5.460	0.500	0.000
10.19.47	22.700	23.900	25.900	41.200	1.077	5.460	0.500	0.000
10.19.55	22.700	23.900	25.900	42.600	1.077	5.460	0.500	0.000
